gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG9853	525.315607798811	0.0160371272456174	0.128864763772706	0.124449281371469	0.90095955570098	0.998942083043119
CG14647	135.9568550637	0.135318080913472	0.190268512953459	0.711195346055877	0.476963192141825	0.942066036256716
lncRNA:CR45187	9.40697443086689	1.07748084036573	0.838934872532115	1.28434384556411	0.199021671794695	0.755607412855041
lost	10500.4981672149	0.0517036208182809	0.0866873977023754	0.596437569804499	0.550882948407446	0.963164592340256
CG32944	12.5824336072565	-0.16992029745268	0.569392962770661	-0.298423599452037	0.765379879420327	0.994595079781973
CG31528	0.597908184257869	0.652292307246329	3.42366333670727	0.19052466410838	0.848898017979675	
srl	972.692882077305	-0.188959498718273	0.189961936565179	-0.994722954161071	0.319871027251794	0.876879522827099
CG31525	0.175355751644513	0.259235855104153	4.38987914612145	0.0590530733250806	0.952909835432712	
eIF3a	4544.0765384937	-0.0591230014470604	0.123610560094078	-0.478300570776986	0.632436290185421	0.981655720098388
CG1074	278.004763129442	-0.100133819064406	0.17622718260503	-0.568208704152251	0.569893261854147	0.967482926922343
asRNA:CR46138	0.293321562418583	-0.341533641826051	4.00367636087216	-0.0853050074586077	0.93201891067023	
CG9804	205.767723334801	0.244804336073906	0.16420666303012	1.49083071025567	0.136005946735083	0.649970899549488
asRNA:CR44134	1.85874044279682	-0.602724436573635	1.38538085314227	-0.435060463847581	0.663518539978407	0.986318451237002
CG14650	454.443750352842	-0.265455192578512	0.106918697603599	-2.48277615167637	0.0130362979177976	0.155593336820901
CG31522	859.01228298921	0.0376011277544215	0.174439461862374	0.215554022885529	0.82933539763144	0.996451851920289
asRNA:CR43629	37.9998323936298	0.219041746860378	0.414147491814578	0.528897919677485	0.596876265186434	0.977426735302836
CG31523	840.550253871172	-0.245362668695112	0.113170175474466	-2.16808596139777	0.0301521467693423	0.28212504821477
CG14651	0.0793502310000061	-1.27122809421853	4.40735632396697	-0.288433246775546	0.77301512132663	
Fip1	376.550403888514	0.00567178175532088	0.141826815950347	0.039990898176171	0.968100382692927	0.999804959142979
CG34357	48.0048271725469	-0.267035883460031	0.304598861268708	-0.876680504804844	0.380660198612474	0.910088744934972
CG34425	0					
lncRNA:CR31526	0					
Mur82C	0					
CG32945	0					
lncRNA:CR45558	0					
lncRNA:CR44317	1.78172385187847	-0.694969855158512	1.63213291344753	-0.425804693620531	0.670250166536209	0.986318451237002
5-HT2A	7.7660407700603	0.00162023787497004	0.699800104747665	0.00231528669969872	0.99815267013893	0.999804959142979
lncRNA:CR45673	0.0825416630357025	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
CG9775	984.277989336488	0.144890379803704	0.0998463783828764	1.45113305209829	0.146742814505802	0.669617398858767
sisRNA:CR46358	0					
MED31	171.839075788893	0.1439467502966	0.157797889439103	0.912222278816671	0.361651718276802	0.900786234082295
slx1	14.6897847562892	0.614582000133738	0.495678808522483	1.23987951384422	0.215019962242371	0.777483751076711
Dlip2	95.4536309836559	0.0672819006734541	0.178716580596779	0.376472627490874	0.706565561333155	0.991004650701603
rpk	4.85132604317625	0.477591659446745	1.13057110127068	0.422433988370981	0.672708273794838	0.986318451237002
asRNA:CR44155	0					
Karybeta3	5486.21595816514	0.146127026361875	0.0989271424511475	1.47711763163518	0.139644108039882	0.656705948024913
spartin	45.0024062941019	-0.907049061985141	0.284203167941648	-3.19155155290659	0.00141510854873803	0.0286108268134872
smash	634.236011210614	-0.0977301753393903	0.21927831012846	-0.445690115370449	0.65582110569015	0.986318451237002
lncRNA:CR44156	0					
lncRNA:CR44157	0.396286442510288	2.38851440096103	4.31654184632828	0.553339799773455	0.580030752830344	
CG33927	0.190819512348788	2.09601419928568	4.33195372598175	0.48384962810531	0.628492591253086	
eIF3f1	2444.42537752173	0.227113964688814	0.120121435558175	1.89070305090403	0.0586639949697651	0.424944885416749
lncRNA:CR44923	0.538524116726139	-0.590705343701847	4.221545797627	-0.139926314203175	0.888718210093053	
Nep2	712.853171866109	-0.719886079814317	0.167067462550535	-4.30895441173391	1.64028171523941e-05	0.000600046869608315
tacc	900.979367790173	-0.194991952703859	0.118046053084449	-1.65182949881741	0.0985693133648799	0.555483219427689
asRNA:CR46137	0.162209097758966	0.65229056111524	4.40735632396697	0.148000414118577	0.882342441422429	
mir-9384	0					
atms	407.43466207917	0.101107352154508	0.108762832897706	0.929613080689081	0.352571452298529	0.895008179695498
CG44098	185.133688601665	-0.202791061756606	1.30729932187287	-0.15512213489569	0.876725032279291	0.997712572322701
CG44088	0.20762296428044	-1.19365158455279	4.36881662526008	-0.273220802551246	0.784683489998806	
CG14655	35.3929124605056	0.255784171875698	0.306006261541333	0.835878882305645	0.403223043711281	0.919568557486727
CG17387	0.819106631028404	1.19145328790253	2.00930623686531	0.592967495965823	0.553202905392671	
ctrip	1719.3087380757	-0.228760342978688	0.188847524970766	-1.21134943661083	0.225761509322807	0.789037206373335
Hus1-like	54.9389102874137	0.300983465556007	0.279212857427566	1.07797136682393	0.281046534430151	0.843904662716063
CG1129	534.496093241988	0.0989846622585399	0.112704715955692	0.878265487111064	0.379799660662478	0.90962309794749
BBS5	1.3542047234342	1.16879464886905	2.06306400649591	0.56653339168775	0.571031240201846	
CG14657	177.240107322322	-0.116902246851643	0.182372631348632	-0.641007622619464	0.521517730494627	0.958035763347503
CG14658	0					
CG14659	0					
opa	9.2849148750808	-0.349510079504725	0.5968056688168	-0.585634650886691	0.558121057587234	0.964930653296118
laf	0					
lncRNA:CR45580	0					
Gnf1	267.783022562924	0.124066129211622	0.142988609789879	0.867664420221554	0.38557806901974	0.910705610013162
Cdep	772.447796380653	-0.0434346594468593	0.143555841223986	-0.3025628151145	0.762223056141316	0.994369461093979
lncRNA:CR45188	0.0470830183640783	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
snRNA:U1:82Eb	1.4535921642741	-1.5392459381687	1.82095750901902	-0.845294813604916	0.397946256062479	
Ubc6	1078.16349249293	0.0628494238460673	0.0861230041715189	0.729763487127075	0.465534766715038	0.938879371195102
CG14661	12.8491812683128	1.02845684073192	0.644481303686198	1.59579003277446	0.110535679364293	0.590351201604806
CG2016	141.690718360457	-3.38207556597896	1.14477727808131	-2.95435245853888	0.00313325933970827	0.0537172267362525
CG1124	99.5449123388881	1.18961236635244	0.259668662078348	4.58127044222806	4.62159722850284e-06	0.000195177723881715
CG14662	3.71374146013363	-0.103838409179023	1.11504098443443	-0.093125195063293	0.925804101641632	0.998942083043119
asRNA:CR43478	0.162379429832712	-2.17005378429076	4.36760632724594	-0.496851964599823	0.619293447431819	
lncRNA:CR43424	0					
plh	0.301789001008597	-0.141599806218338	4.31899525636316	-0.0327853581246053	0.973845754460531	
lncRNA:CR45585	0					
lncRNA:CR46352	0.298146404012767	2.72860866090015	4.30207466823634	0.634254138136276	0.525914981355136	
lncRNA:CR43635	0.165048829138149	-0.309450083626251	4.40735632396697	-0.0702121772962803	0.944024782165639	
lncRNA:CR45588	0.270169743348794	1.13426356809034	4.33195322099784	0.26183652274737	0.793447479995232	
corto	136.446924581269	-0.277757572122367	0.260443258430736	-1.06648017612725	0.286206635331043	0.847462960815091
CG43131	0					
CG12007	283.648154750361	0.12503577139298	0.176010181140328	0.710389425105427	0.477462679049856	0.942176940906969
CG12589	0					
dpr16	6.0889541473502	-0.854904644760333	0.880931005655274	-0.970455846453513	0.331819323279371	0.884677256890907
CG12590	2.79543044248061	0.418989390416473	1.64033095334169	0.255429789679275	0.798391164854165	0.996451851920289
CR46401	0.0825416630357025	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
cno	260.471455210795	-0.36257935594611	0.241311859132119	-1.50253434394037	0.132959165208971	0.646514370870755
snRNA:U4atac	0					
Prosbeta2R2	0.248387912983093	0.652281754633631	4.40735632395558	0.147998415986527	0.882344018336003	
CG1116	129.927815960143	-0.10423334809792	0.17540072049698	-0.59425838048205	0.552339310852834	0.963331373904885
Sccpdh1	1773.14388002679	0.0197591854769264	0.0828007120449599	0.238635453596068	0.811388271228396	0.996451851920289
CG14664	0.585607135090217	-0.299193813391328	3.31449066847501	-0.0902684132548746	0.928073920221821	
Vps37B	235.527443677131	0.115056055828857	0.164265711650769	0.700426489938857	0.483660997886273	0.947331320982416
Kat60	228.477483987189	0.0124021755850923	0.146152601673726	0.084857713397256	0.932374510296917	0.998942083043119
Mms19	490.468699538474	0.202487407650272	0.115374945670324	1.75503794583675	0.079252817367982	0.500485452638849
rtp	1.52011271077279	0.132894155281359	1.40137285980981	0.0948314036133079	0.924448742791412	
CG12163	746.735306274014	0.191261663090145	0.150551314990844	1.2704084524388	0.20393917398866	0.76576954517266
CG33293	3.80277813124067	1.68093819629409	1.05174755937833	1.59823351269544	0.109991018011071	0.588720376462172
asRNA:CR44019	0.908288102564118	3.44285758525255	2.71638280463705	1.26744197444313	0.204997299187171	
CG1113	1.24234581415078	-1.09819416417979	1.77678372909592	-0.618079818154672	0.536522725104465	
CG12173	642.160916473909	-0.110439785049102	0.149174743493589	-0.740338360654518	0.459094710041566	0.935621045796617
Hph	186.461348997607	-0.0641507411251438	0.195949367570084	-0.327384272379442	0.743377260463143	0.992924713023063
Tim17a2	0.21311730208459	2.27137693344741	4.32235083286306	0.525495736296558	0.599238616512817	
lncRNA:CR45793	1.74797769393526	0.752588938671113	1.60515488791688	0.468857519194177	0.639171482729758	0.982872078927827
CR45033	0.0793502310000061	-1.27122809421853	4.40735632396697	-0.288433246775546	0.77301512132663	
mtd	1191.09486440824	-0.129841055271508	0.161118206204897	-0.80587450872179	0.420315210823578	0.920005266089597
CG31538	2.32024952292193	-0.195603605493753	1.16886808517211	-0.167344465962514	0.867099018617975	0.996903444630068
Tim17b1	0.188332073456313	2.10935757965541	4.33118237954593	0.487016568412561	0.62624658958162	
CG11999	670.662672040076	0.0647910728400188	0.13481072234218	0.480607712163758	0.63079533319406	0.981563141770342
CG1161	575.220976960132	-0.141028576579604	0.118760947139838	-1.18749959457251	0.235030616410364	0.797474039718083
Prosbeta7	2234.67204471573	0.142171681339415	0.112765495308608	1.26077290708767	0.207390677691716	0.768962451726098
Cerk	229.802249605684	0.246724043862207	0.150048729793395	1.64429278542995	0.10011573886935	0.558681778393589
lncRNA:CR44103	0					
CG31542	0					
CG34277	0					
RpII18	414.388506808533	0.0394858520620301	0.120876917432114	0.326661639797407	0.743923816876387	0.993180718540292
hd	96.9362921857279	-0.0245263511670165	0.265607800420474	-0.0923404776824692	0.926427529192558	0.998942083043119
CG14667	111.066751805203	0.00863586258624187	0.196615544075994	0.0439225831651642	0.964966113907067	0.999804959142979
7B2	92.2323297192968	0.340492943021416	0.242486249452659	1.40417423169346	0.160266973148314	0.694207013144551
kkv	465.119050553235	-1.05329369007839	0.253168133131233	-4.16045130582214	3.17619333420283e-05	0.0010856625840472
CG14668	0.667592268462403	-0.626229611805732	2.54420392495857	-0.246139708245254	0.805574085681927	
tRNA:Arg-TCG-4-1	0					
CG1172	254.709263234428	0.136941204971483	0.142127109967824	0.963512203987581	0.335290542706702	0.885734050022744
Or83a	0.0718682469923547	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
CG2663	196.374101435368	-1.18638121779333	0.258378310545595	-4.59164399398756	4.39768064253561e-06	0.000187166657074142
Orco	3.02915740644968	0.369596038201101	0.943289905006919	0.391815958423079	0.695194202857634	0.98893156643955
CG14669	43.4065024608417	-0.509927443387328	0.405618050873735	-1.25716161371246	0.208695120089042	0.769574563569905
CG12147	0					
PEK	941.872534781001	0.0874692325695263	0.106025728008667	0.824981202320784	0.409382262842084	0.919568557486727
RpL35A	9703.65451319234	0.39337198091935	0.133191515624666	2.95343122326104	0.00314262627418803	0.0537934995102797
POLDIP2	654.928076467283	0.209716326268771	0.166305605240193	1.26102981295117	0.207298106104873	0.768879852348287
mRpL44	1051.61440770965	0.178863955619549	0.141718129587235	1.26211061450291	0.206908986331688	0.768463864224006
Snr1	222.700090836989	0.00264879590775789	0.145000208205952	0.0182675317541314	0.985425429049563	0.999804959142979
CG45100	0					
HDAC3	0					
Hcs	370.585656535289	-0.119412691591046	0.140500883456274	-0.849907051497	0.395376764844794	0.916235392769567
ksr	165.508269419971	0.164702668885744	0.144537510239367	1.13951505469399	0.254488392744436	0.815824747901126
CG31550	453.986478942231	0.0539968552517083	0.148954008306017	0.362506896362098	0.716973270945938	0.991811513545804
NKCC	195.105616981892	0.429315107164396	0.161732277547552	2.65448006838443	0.0079430731981095	0.110255500813352
Nmdar1	29.516510920109	0.00449247178400096	0.364709071399847	0.0123179600846167	0.990171938367332	0.999804959142979
Itp-r83A	949.581176137507	-0.378444755716034	0.249466457952393	-1.51701659141789	0.129262495136339	0.638317459052495
CG43845	0.306115923817422	-0.186962072749442	4.32013898458919	-0.0432768652620606	0.965480832787272	
CG2519	497.99907080492	-0.0812014748579841	0.192600915758837	-0.421604822272286	0.67331348586751	0.986318451237002
mia	39.4512816900688	0.465013110207701	0.300339118804149	1.54829351587375	0.121551644881246	0.619250997536596
Pcmt	240.52073444277	0.41080112595292	0.161770165985444	2.53941215582287	0.0111038926159263	0.138646549581053
Snm1	51.5518489322227	-0.0140171179364432	0.41966750823373	-0.0334005317577182	0.973355185619264	0.999804959142979
Pi4KIIalpha	342.377082490883	-0.137268521185872	0.1480370363308	-0.927257965899394	0.353792613028265	0.895008179695498
snoRNA:Pi4KIIalpha-a	0.26434932832831	-2.18042322184505	4.36675480794403	-0.499323483397422	0.617551514067908	
asRNA:CR46136	0.252810140974783	-0.309459425066264	4.40735632396697	-0.0702142968072357	0.944023095203975	
CG14671	236.34197398435	0.44516544140036	0.143469033792018	3.10286777316491	0.00191655250047551	0.03750134391807
CG12746	594.460736080491	0.0163141500351448	0.138013768020547	0.118206685239664	0.905903893042637	0.998942083043119
CG2931	201.035815272327	0.194733831535918	0.187152411310939	1.04050933766695	0.298103328106416	0.859197418399995
Rheb	715.244917330689	0.185554194170559	0.105643267542151	1.75642233042937	0.0790163227059218	0.499626933979783
CRMP	255.024740151819	0.0744979963888616	0.221411699299999	0.336468202106707	0.736517826245499	0.992165425992093
CG2926	822.226377546996	-0.229790096921031	0.199253255418236	-1.15325642453719	0.248805150050642	0.811798371630708
scaRNA:MeU4:25F-C137	0					
Rev7	54.6469253736923	-0.00936306359508113	0.278283460667038	-0.0336457782026935	0.973159617188685	0.999804959142979
noi	398.451958445116	0.103070824903243	0.141504083922765	0.728394701028567	0.466372006084507	0.938879371195102
Vha26	6744.28536978719	0.0579705574598526	0.0797580171291376	0.726830474809716	0.467329811950357	0.938879371195102
kra	13880.1523239058	-0.0295364564317478	0.0921008459717529	-0.320696906962251	0.748440091474507	0.993893495579439
snoRNA:Psi28S-3385b	3.29555715942275	0.0147771402833741	1.19418414229661	0.0123742559961944	0.99012702415184	0.999804959142979
snoRNA:Psi28S-3385a	3.91989733673768	0.228881578548061	0.895799163885455	0.255505461241229	0.798332726103098	0.996451851920289
snoRNA:Psi28S-3091b	4.33746192091439	1.49557284699747	1.00336834696573	1.49055215018514	0.136079115008989	0.649970899549488
snoRNA:Psi28S-3091a	3.56347503107971	-0.0881045318976493	0.981442211119258	-0.0897704733905555	0.928469612250122	0.998942083043119
snoRNA:Psi28S-3571	3.25233684922625	-0.949491517169055	1.2168464025206	-0.780288716145485	0.435220953080058	0.926014578835737
snoRNA:Psi28S-3186	3.82061546534456	-0.386736481551761	0.899412099107134	-0.429988079919854	0.667204312203671	0.986318451237002
snoRNA:Psi28S-2442b	5.76307587917714	-0.186966109104802	0.855047403748439	-0.218661688562719	0.82691359485527	0.996451851920289
snoRNA:Psi28S-2442a	2.98228106229222	-0.0927711624537604	1.10829917361885	-0.0837058843514624	0.933290278531965	0.998942083043119
CG1427	219.363163143597	0.231285120581881	0.149028898770229	1.55194812878859	0.120674635572102	0.616409092713709
asl	98.588501345101	-0.186195533659903	0.261884421251829	-0.71098361929997	0.477094386657759	0.942130059805483
Rga	680.632877832815	0.0276665093267471	0.0987268246009211	0.280232950250169	0.779298788355127	0.996451851920289
asRNA:ASTR	3.08793341914987	-0.206051340850373	1.15383338626228	-0.178579804765274	0.858267653028354	0.996451851920289
sisRNA:1	2.70719891446648	-0.461842675437775	0.957979387245876	-0.482100848501074	0.629734307117716	0.981201403312475
asRNA:CR46135	5.2140473100227	-0.738190496997191	0.799094111782406	-0.923784177749267	0.355598694620631	0.897447743830286
Atu	372.88644206157	0.199168335693529	0.135147050661749	1.47371573939867	0.140558143267377	0.658116306443539
Spec2	101.780048097063	-0.169090590495505	0.186530504088921	-0.906503691293826	0.364669311991529	0.901742895903484
CG2911	101.045044016621	-0.0890516918988387	0.257195748896604	-0.346240916814837	0.729161667013204	0.992165425992093
RpL13A	18915.0548230874	0.259611260542144	0.129068130756452	2.01142806532174	0.0442802613978536	0.356655006752373
snoRNA:Me28S-U2134b	0.841125052867198	-1.41481041931478	2.78985863309126	-0.507126204365101	0.612066269692636	
snoRNA:Me28S-U2134a	0					
CG31551	0					
CG31549	290.501485823959	0.0887563316897475	0.170014527623207	0.522051456017057	0.601634504343395	0.977426735302836
CG12171	2026.4576893749	0.19964500814335	0.141198594223788	1.41393056525003	0.157382290496731	0.689958915211723
CG31546	3.33379011873382	3.39192932662104	1.69405124771322	2.00225898195216	0.0452568850680882	0.361655294265032
CG31548	1690.29378327793	0.180880200557299	0.152912779396003	1.18289786682163	0.236849627179354	0.798847123678006
CG12170	473.035835843089	0.289593275101177	0.166215349488432	1.74227756938496	0.081459886413622	0.506542488682318
MTA1-like	583.116530233422	-0.294063067203566	0.104049578011859	-2.82618221834643	0.00471064586326517	0.0735022032131162
Sec23	3237.9170010638	-0.0456652951836205	0.0797618891648155	-0.572520230673828	0.56696958408226	0.966150452661062
elm	1512.01857267706	0.111820455358664	0.116463239844484	0.960135193800042	0.336987177839647	0.885734050022744
MED27	90.144887406611	0.0885854183226127	0.194066952440759	0.456468333265832	0.648053237251544	0.986015950560938
CG2182	557.217664414803	0.090795392915164	0.103055349450259	0.881035224270311	0.37829875510903	0.908215931383357
asRNA:CR44093	4.0156113282126	-0.0993442402147595	1.01229314047604	-0.0981378182292549	0.921822857847515	0.998942083043119
Wdr33	413.585430590975	-0.0391495842649112	0.127980071675484	-0.305903753235752	0.759677928196117	0.994369461093979
asRNA:CR46134	1.31685690093956	0.887179594991648	2.14163688759181	0.414253041741939	0.678688800053364	
Xe7	579.329462707399	0.0922086497889114	0.104112547609666	0.885663178031296	0.375799056010988	0.906881975374962
Atg17	276.160915775439	-0.290037604027843	0.213102240363085	-1.36102559754264	0.173505600276594	0.7154864859819
Rab23	66.375105148448	-0.210826769547964	0.263268042302753	-0.800806538096702	0.423243653394165	0.920928558113008
plx	111.04851090915	0.182886802187223	0.48924851791833	0.373811663171461	0.708544441598994	0.991004650701603
CG2104	0					
cas	59.8916476287947	-0.0460857703647808	0.323291315965893	-0.142551835106028	0.886644138884174	0.998941135530562
lncRNA:CR44924	0					
CG1239	70.5275900627325	0.444468914025107	0.279451784684713	1.59050304340182	0.111721460163638	0.594362515209081
CG2100	223.24495354505	-0.212453777232919	0.142858592342399	-1.48716135130126	0.136972200981173	0.652811300362556
CG1236	622.841130738632	0.0607231068469438	0.105113441706726	0.577691167380531	0.563472643480341	0.966091888819259
Sym	255.547560112968	0.0479491426738628	0.141644464303332	0.338517589866269	0.734973173909877	0.992165425992093
Madm	260.591307710044	0.0974778923799932	0.148859137202587	0.654833114122733	0.512575207861345	0.953255279262452
CG2091	186.353467657489	0.154365977710476	0.141668401436464	1.08962885262531	0.275876668122625	0.839848717810939
Sec8	588.106247646727	-0.205204942114449	0.104105417660276	-1.97112644784816	0.0487094142648168	0.379745953833618
CG2082	51.7976814919678	-0.0239860062455903	0.247751079165391	-0.0968149415388739	0.922873358044747	0.998942083043119
jagn	1140.20887847733	0.00667936561806316	0.0798523847712594	0.0836464137820866	0.933337563353967	0.998942083043119
kat-60L1	10.178898250339	0.418048604343457	0.682933219773999	0.612136871130387	0.540447204628474	0.959177596012697
Hat1	240.868168827814	0.109619913271389	0.136858410139832	0.800973160212716	0.423147184092352	0.920928558113008
Rpn5	2084.2756312973	-0.0545725800931203	0.0828049028697123	-0.65905010696029	0.509863592958182	0.953255279262452
CG1218	148.011901684395	0.124368133748762	0.191229994400381	0.650358925851196	0.515460402401466	0.955375176602499
CG2046	441.889848807287	0.0733684938158996	0.142888729645119	0.513465925536038	0.607625440296385	0.977426735302836
CG10979	139.598261423836	-0.0918087417222159	0.248795091886031	-0.369013476215488	0.712117680004513	0.991004650701603
CG11000	37.540691570343	-0.544640134050304	0.388418271984827	-1.40220008514836	0.160855506241831	0.695275193283233
CG42675	61.4117034768917	0.169452762839901	0.223983919188592	0.756539859887102	0.449325583410781	0.930651335438651
Hpr1	216.664449319622	0.311078439793052	0.142455689129195	2.18368561968017	0.0289853571820534	0.27544903289079
CG46303	12.8903855945179	3.64352550313302	1.42730371442346	2.55273314734192	0.0106881349367266	0.134840622765762
CG2023	107.050123751292	-0.0982845573078868	0.246715039555277	-0.398372784590077	0.690355416076145	0.987718448795406
